,characterID,character_name,movieID,movie_title,gender,position_in_credits
3188,u4804,LIEUTENANT,m320,the deer hunter,?,?
3189,u4806,MAN,m320,the deer hunter,?,?
3190,u4807,MERLE,m320,the deer hunter,?,?
3191,u4809,SAL,m320,the deer hunter,?,?
3192,u4810,VET 1,m320,the deer hunter,?,?
3193,u4811,VET 2,m320,the deer hunter,?,?
3194,u4813,BENNETT,m321,demolition man,?,?
3195,u4814,CASSY,m321,demolition man,?,?
3196,u4815,DUBBS,m321,demolition man,?,?
3197,u4816,GALLAGHER,m321,demolition man,?,?
3198,u4817,KIMBERLY,m321,demolition man,?,?
3199,u4818,PEEBLES,m321,demolition man,?,?
3200,u4819,SANCHEZ,m321,demolition man,?,?
3201,u4820,SHEPPARD,m321,demolition man,?,?
3202,u4821,WADE,m321,demolition man,?,?
3203,u4822,WARDEN,m321,demolition man,?,?
3204,u4823,WHORE,m321,demolition man,?,?
3205,u4824,WILLY,m321,demolition man,?,?
3206,u4825,BELLE,m322,the devil and daniel webster,?,?
3207,u4827,HANK,m322,the devil and daniel webster,?,?
3208,u4830,MARTIN,m322,the devil and daniel webster,?,?
3209,u4832,OLD FARMHAND'S VOICE,m322,the devil and daniel webster,?,?
3210,u4834,SHERIFF,m322,the devil and daniel webster,?,?
3211,u4835,SQUIRE,m322,the devil and daniel webster,?,?
3212,u4836,STEVENS,m322,the devil and daniel webster,?,?
3213,u4837,THE WOMAN,m322,the devil and daniel webster,?,?
3214,u4838,TOM SHARP,m322,the devil and daniel webster,?,?
3215,u4841,BIG JOHNSON,m323,die hard,?,?
3216,u4842,ELLIS,m323,die hard,?,?
3217,u4844,HOLLY,m323,die hard,?,?
3219,u4849,TAKAGI,m323,die hard,?,?
3220,u4850,THEO,m323,die hard,?,?
3221,u4851,COMMISSIONER,m324,dog day afternoon,?,?
3222,u4852,DRIVER,m324,dog day afternoon,?,?
3223,u4853,HEIDI,m324,dog day afternoon,?,?
3224,u4854,JACKIE,m324,dog day afternoon,?,?
3225,u4855,JENNY,m324,dog day afternoon,?,?
3226,u4856,JESUS FREAK,m324,dog day afternoon,?,?
3227,u4858,MAN,m324,dog day afternoon,?,?
3228,u4861,NEWSMAN,m324,dog day afternoon,?,?
3229,u4862,PAULINE,m324,dog day afternoon,?,?
3230,u4864,SAM,m324,dog day afternoon,?,?
3231,u4867,SYLVIA,m324,dog day afternoon,?,?
3232,u4870,BISHOP,m325,domino,?,?
3233,u4872,CIGLIUTI,m325,domino,?,?
3234,u4873,CLAREMONT,m325,domino,?,?
3235,u4876,EDNA,m325,domino,?,?
3236,u4877,GREEN,m325,domino,?,?
3237,u4878,KEG PRESIDENT,m325,domino,?,?
3239,u4880,LASHANDRA,m325,domino,?,?
3240,u4881,LASHINDRA,m325,domino,?,?
3241,u4882,LATEESHA,m325,domino,?,?
3242,u4883,SOPHIE,m325,domino,?,?
3243,u4884,TARYN,m325,domino,?,?
3244,u4885,WEISS,m325,domino,?,?
3245,u4886,ZIERING,m325,domino,?,?
3246,u4887,BUGGIN' OUT,m326,do the right thing,?,?
3250,u4891,EDDIE,m326,do the right thing,?,?
3251,u4893,KOREAN CLERK,m326,do the right thing,?,?
3252,u4894,MISTER SENOR LOVE DADDY,m326,do the right thing,?,?
3255,u4904,CALE,m327,dumb and dumberer: when harry met lloyd,?,?
3260,u4912,MOFFIT,m327,dumb and dumberer: when harry met lloyd,?,?
3263,u4917,TEN YEAR-OLD KID,m327,dumb and dumberer: when harry met lloyd,?,?
3264,u4918,TOBY,m327,dumb and dumberer: when harry met lloyd,?,?
3266,u4920,ZIMMER,m327,dumb and dumberer: when harry met lloyd,?,?
3267,u4921,BARON,m328,dune,?,?
3268,u4922,DUKE LETO,m328,dune,?,?
3269,u4923,EMPEROR,m328,dune,?,?
3270,u4924,GURNEY,m328,dune,?,?
3271,u4925,JESSICA,m328,dune,?,?
3272,u4926,KYNES,m328,dune,?,?
3273,u4927,MAPES,m328,dune,?,?
3274,u4928,NAVIGATOR,m328,dune,?,?
3275,u4930,PITER,m328,dune,?,?
3277,u4933,THUFIR,m328,dune,?,?
3278,u4935,BUNNY,m329,ed wood,?,?
3280,u4937,CONRAD,m329,ed wood,?,?
3283,u4942,ED'S VOICE,m329,ed wood,?,?
3284,u4944,HOST,m329,ed wood,?,?
3285,u4946,LORETTA,m329,ed wood,?,?
3287,u4948,NORMA,m329,ed wood,?,?
3296,u4962,HANK,m330,edtv,?,?
3298,u4966,LOU,m330,edtv,?,?
3300,u4968,MR. SCHARLACH,m330,edtv,?,?
3301,u4970,RITA,m330,edtv,?,?
3302,u4971,SCHARLACH,m330,edtv,?,?
3303,u4973,TAD,m330,edtv,?,?
3304,u4974,WOMAN,m330,edtv,?,?
3305,u4975,CLASS,m331,election,?,?
3306,u4976,DAVE,m331,election,?,?
3307,u4977,DIANE,m331,election,?,?
3308,u4978,DICK,m331,election,?,?
3309,u4980,JO,m331,election,?,?
3310,u4981,LARRY,m331,election,?,?
3311,u4982,LISA,m331,election,?,?
3312,u4983,MISS BEEDER,m331,election,?,?
3313,u4984,MS. HOY,m331,election,?,?
3314,u4985,PAUL,m331,election,?,?
3315,u4987,TAMMY,m331,election,?,?
3316,u4989,WALT,m331,election,?,?
3317,u4990,BOXER,m332,l.a. confidential,?,?
3318,u4992,CHIEF,m332,l.a. confidential,?,?
3319,u4993,CLERK,m332,l.a. confidential,?,?
3320,u4994,COATES,m332,l.a. confidential,?,?
3321,u4995,COHEN,m332,l.a. confidential,?,?
3322,u5000,LOEW,m332,l.a. confidential,?,?
3323,u5002,MRS. LEFFERTS,m332,l.a. confidential,?,?
3324,u5003,OPERATOR,m332,l.a. confidential,?,?
3325,u5005,PINKER,m332,l.a. confidential,?,?
3326,u5006,REYNOLDS,m332,l.a. confidential,?,?
3327,u5007,STENSLAND,m332,l.a. confidential,?,?
3328,u5008,STOMPANATO,m332,l.a. confidential,?,?
3330,u5010,YOUNG OFFICER,m332,l.a. confidential,?,?
3331,u5011,"""BRILL""",m333,enemy of the state,?,?
3332,u5012,ALBERT,m333,enemy of the state,?,?
3333,u5013,ALFONSO,m333,enemy of the state,?,?
3334,u5014,BLAKE,m333,enemy of the state,?,?
3335,u5017,DEPINTO,m333,enemy of the state,?,?
3336,u5018,DESK CLERK,m333,enemy of the state,?,?
3337,u5019,DYLAN,m333,enemy of the state,?,?
3340,u5023,HAMERSLEY,m333,enemy of the state,?,?
3341,u5025,JENNY,m333,enemy of the state,?,?
3342,u5027,L.T.,m333,enemy of the state,?,?
3343,u5028,LEVIN,m333,enemy of the state,?,?
3344,u5029,MAN,m333,enemy of the state,?,?
3345,u5030,MAN'S VOICE,m333,enemy of the state,?,?
3346,u5031,MARSHAL,m333,enemy of the state,?,?
3347,u5032,MEG,m333,enemy of the state,?,?
3348,u5033,MORELOS,m333,enemy of the state,?,?
3349,u5034,PATRICK,m333,enemy of the state,?,?
3350,u5035,PRATT,m333,enemy of the state,?,?
3351,u5038,SAL,m333,enemy of the state,?,?
3352,u5040,SENATOR ALBERT,m333,enemy of the state,?,?
3354,u5042,SILVERBERG,m333,enemy of the state,?,?
3355,u5043,STACY,m333,enemy of the state,?,?
3356,u5044,WAITER,m333,enemy of the state,?,?
3357,u5045,ZAVITZ,m333,enemy of the state,?,?
3358,u5047,BOY,m334,the english patient,?,?
3359,u5049,CLIFTON,m334,the english patient,?,?
3360,u5050,CORPORAL,m334,the english patient,?,?
3361,u5052,HARDY,m334,the english patient,?,?
3364,u5058,MULLER,m334,the english patient,?,?
3365,u5059,OFFICER,m334,the english patient,?,?
3367,u5061,STUART,m334,the english patient,?,?
3368,u5066,QUI,m335,entrapment,?,?
3369,u5068,ANNA,m336,erin brockovich,?,?
3370,u5069,BAUM,m336,erin brockovich,?,?
3372,u5071,DEFENDING LAWYER,m336,erin brockovich,?,?
3373,u5072,DOCTOR,m336,erin brockovich,?,?
3374,u5075,EMBRY,m336,erin brockovich,?,?
3375,u5077,FRANKEL,m336,erin brockovich,?,?
3376,u5079,JANE,m336,erin brockovich,?,?
3377,u5080,KATIE,m336,erin brockovich,?,?
3378,u5081,LAURA,m336,erin brockovich,?,?
3379,u5082,MANDY,m336,erin brockovich,?,?
3380,u5083,MATTHEW,m336,erin brockovich,?,?
3381,u5084,MRS. MORALES,m336,erin brockovich,?,?
3382,u5085,PAULSEN,m336,erin brockovich,?,?
3383,u5086,POTTER,m336,erin brockovich,?,?
3384,u5087,ROSALIND,m336,erin brockovich,?,?
3385,u5088,ROSS,m336,erin brockovich,?,?
3386,u5089,THERESA,m336,erin brockovich,?,?
3387,u5090,ADMIRAL,m337,star wars: the empire strikes back,?,?
3388,u5091,ADMIRAL PIETT,m337,star wars: the empire strikes back,?,?
3389,u5092,BEN,m337,star wars: the empire strikes back,?,?
3390,u5093,CHEWIE,m337,star wars: the empire strikes back,?,?
3391,u5094,CREATURE,m337,star wars: the empire strikes back,?,?
3392,u5095,DECK SERGEANT,m337,star wars: the empire strikes back,?,?
3393,u5096,EMPEROR,m337,star wars: the empire strikes back,?,?
3394,u5101,PIETT,m337,star wars: the empire strikes back,?,?
3395,u5102,RIEEKAN,m337,star wars: the empire strikes back,?,?
3396,u5103,THREEPIO,m337,star wars: the empire strikes back,?,?
3397,u5104,VADER,m337,star wars: the empire strikes back,?,?
3399,u5107,COLONEL,m338,escape from the planet of the apes,?,?
3401,u5109,LEWIS,m338,escape from the planet of the apes,?,?
3402,u5110,MILO,m338,escape from the planet of the apes,?,?
3403,u5111,STEVIE,m338,escape from the planet of the apes,?,?
3404,u5112,ZIRA,m338,escape from the planet of the apes,?,?
3407,u5115,HERSHE,m339,escape from l.a.,?,?
3408,u5118,PENDEJO BOB,m339,escape from l.a.,?,?
3410,u5121,PRESIDENT,m339,escape from l.a.,?,?
3411,u5122,SPINAL,m339,escape from l.a.,?,?
3414,u5126,FIGURE,m340,excalibur,?,?
3415,u5127,GUENEVERE,m340,excalibur,?,?
3416,u5128,KAY,m340,excalibur,?,?
3417,u5131,MORDRED,m340,excalibur,?,?
3418,u5132,MORGANA,m340,excalibur,?,?
3419,u5133,PERCEVAL,m340,excalibur,?,?
3420,u5134,SIR ECTOR,m340,excalibur,?,?
3421,u5135,UTHER,m340,excalibur,?,?
3422,u5136,BURKE,m341,the exorcist,?,?
3423,u5137,CARDINAL,m341,the exorcist,?,?
3424,u5139,CLINIC DIRECTOR,m341,the exorcist,?,?
3425,u5141,DR. TANNEY,m341,the exorcist,?,?
3426,u5142,FATHER DYER,m341,the exorcist,?,?
3427,u5143,KARL,m341,the exorcist,?,?
3428,u5147,MRS.KARRAS,m341,the exorcist,?,?
3429,u5148,NURSE,m341,the exorcist,?,?
3430,u5149,PRESIDENT,m341,the exorcist,?,?
3431,u5150,PSYCHIATRIST,m341,the exorcist,?,?
3432,u5152,REGAN/DEMON,m341,the exorcist,?,?
3433,u5154,UNCLE,m341,the exorcist,?,?
3434,u5155,WILLIE,m341,the exorcist,?,?
3435,u5156,BUD,m342,the fabulous baker boys,?,?
3436,u5157,CHARLIE,m342,the fabulous baker boys,?,?
3437,u5158,DONNA,m342,the fabulous baker boys,?,?
3438,u5159,DR. BEASLEY,m342,the fabulous baker boys,?,?
3439,u5160,EARL,m342,the fabulous baker boys,?,?
3440,u5162,GIRL,m342,the fabulous baker boys,?,?
3441,u5163,HELEN,m342,the fabulous baker boys,?,?
3442,u5165,KID,m342,the fabulous baker boys,?,?
3443,u5166,LLOYD,m342,the fabulous baker boys,?,?
3444,u5167,MONICA,m342,the fabulous baker boys,?,?
3445,u5168,MR. DANIELS,m342,the fabulous baker boys,?,?
3446,u5169,MRS. BAKER,m342,the fabulous baker boys,?,?
3447,u5170,MRS. BAKER,m342,the fabulous baker boys,?,?
3448,u5171,NICK,m342,the fabulous baker boys,?,?
3449,u5174,TOMMY,m342,the fabulous baker boys,?,?
3450,u5175,WILLIE,m342,the fabulous baker boys,?,?
3451,u5176,WOMAN,m342,the fabulous baker boys,?,?
3453,u5180,DIETRICH,m343,face/off,?,?
3454,u5181,DR. GARDNER,m343,face/off,?,?
3455,u5183,JAMIE,m343,face/off,?,?
3456,u5184,KIMBERLY,m343,face/off,?,?
3457,u5185,LAZARRO,m343,face/off,?,?
3458,u5186,POLLUX,m343,face/off,?,?
3459,u5187,SASHA,m343,face/off,?,?
3460,u5188,TITO,m343,face/off,?,?
3461,u5189,WALTON,m343,face/off,?,?
3463,u5191,WAXY,m343,face/off,?,?
3464,u5192,ADELLE,m344,the family man,?,?
3465,u5196,BIG ED,m344,the family man,?,?
3466,u5198,EVELYN,m344,the family man,?,?
3467,u5199,FRANK,m344,the family man,?,?
3468,u5202,KENNY,m344,the family man,?,?
3469,u5203,LASSITER,m344,the family man,?,?
3470,u5204,LORI,m344,the family man,?,?
3471,u5205,MAN,m344,the family man,?,?
3472,u5206,MRS. PETERSON,m344,the family man,?,?
3474,u5208,SAM WONG,m344,the family man,?,?
3475,u5209,TONY THE DOORMAN,m344,the family man,?,?
3476,u5210,ALICIA,m345,the fantastic four,?,?
3477,u5212,DEBBIE,m345,the fantastic four,?,?
3478,u5213,DOCTOR,m345,the fantastic four,?,?
3479,u5215,LEONARD,m345,the fantastic four,?,?
3480,u5217,SEXY NURSE,m345,the fantastic four,?,?
3481,u5219,THE THING,m345,the fantastic four,?,?
3482,u5225,MAN,m346,fantastic voyage,?,?
3483,u5227,MICHAELS' VOICE,m346,fantastic voyage,?,?
3484,u5228,OWENS,m346,fantastic voyage,?,?
3485,u5229,OWENS' VOICE,m346,fantastic voyage,?,?
3486,u5231,ATTENDANT,m347,fargo,?,?
3487,u5233,CUSTOMER,m347,fargo,?,?
3488,u5234,DETECTIVE SIBERT,m347,fargo,?,?
3489,u5235,GARY,m347,fargo,?,?
3490,u5237,HOOKER ONE,m347,fargo,?,?
3491,u5238,HOOKER TWO,m347,fargo,?,?
3492,u5239,JEAN,m347,fargo,?,?
3493,u5242,MAN,m347,fargo,?,?
3494,u5246,SALESMAN,m347,fargo,?,?
3495,u5247,SCOTT,m347,fargo,?,?
3496,u5248,SCOTT'S VOICE,m347,fargo,?,?
3497,u5249,SHEP,m347,fargo,?,?
3498,u5250,STAN,m347,fargo,?,?
3499,u5251,TROOPER,m347,fargo,?,?
3500,u5254,WOMAN,m347,fargo,?,?
3501,u5255,YOUNGER MAN,m347,fargo,?,?
3503,u5257,BANDAGED PROPRIETOR,m348,fight club,?,?
3504,u5258,BOB,m348,fight club,?,?
3505,u5259,BOSS,m348,fight club,?,?
3506,u5260,DETECTIVE STERN,m348,fight club,?,?
3508,u5263,LEADER,m348,fight club,?,?
3509,u5264,LOU,m348,fight club,?,?
3510,u5266,RAYMOND,m348,fight club,?,?
3512,u5268,SECURITY TFM,m348,fight club,?,?
3513,u5270,TYLER'S VOICE,m348,fight club,?,?
3514,u5271,VOICE,m348,fight club,?,?
3515,u5272,WOUNDED BARTENDER,m348,fight club,?,?
3516,u5274,DANO,m349,final destination 2,?,?
3517,u5275,DETECTIVE SUBY,m349,final destination 2,?,?
3518,u5276,EUGENE,m349,final destination 2,?,?
3520,u5278,ISABELLA,m349,final destination 2,?,?
3521,u5279,JORGE,m349,final destination 2,?,?
3522,u5280,KAT,m349,final destination 2,?,?
3523,u5282,MR. BURROUGHS,m349,final destination 2,?,?
3524,u5283,NORA,m349,final destination 2,?,?
3525,u5284,RORY,m349,final destination 2,?,?
3527,u5286,STEVE,m349,final destination 2,?,?
3528,u5288,TIM,m349,final destination 2,?,?
3529,u5290,BILLY,m350,final destination,?,?
3530,u5291,CARTER,m350,final destination,?,?
3531,u5293,MR. BLUDWORTH,m350,final destination,?,?
3532,u5294,TOD,m350,final destination,?,?
3533,u5295,WEINE,m350,final destination,?,?
3534,u5298,DE FRAVIO,m351,rambo: first blood part ii,?,?
3535,u5299,DOYLE,m351,rambo: first blood part ii,?,?
3536,u5300,KIRKHILL,m351,rambo: first blood part ii,?,?
3537,u5301,PRISONER,m351,rambo: first blood part ii,?,?
3538,u5303,TECH,m351,rambo: first blood part ii,?,?
3539,u5306,DOCTOR,m352,the fisher king,?,?
3540,u5307,EDWIN,m352,the fisher king,?,?
3541,u5308,FRANK,m352,the fisher king,?,?
3542,u5309,GAY BUM,m352,the fisher king,?,?
3543,u5311,LEATHER,m352,the fisher king,?,?
3546,u5316,BETTY,m353,five easy pieces,?,?
3547,u5318,CARL,m353,five easy pieces,?,?
3548,u5320,DRIVER,m353,five easy pieces,?,?
3549,u5321,ELTON,m353,five easy pieces,?,?
3550,u5322,PALM,m353,five easy pieces,?,?
3551,u5324,SAMIA,m353,five easy pieces,?,?
3552,u5325,SECOND ENGINEER,m353,five easy pieces,?,?
3553,u5326,TERRY,m353,five easy pieces,?,?
3554,u5328,TWINKY,m353,five easy pieces,?,?
3555,u5329,WAITRESS,m353,five easy pieces,?,?
3556,u5330,AARON,m354,five feet high and rising,?,?
3557,u5332,CARL0S,m354,five feet high and rising,?,?
3558,u5334,DONNA,m354,five feet high and rising,?,?
3559,u5335,HECTOR,m354,five feet high and rising,?,?
3560,u5336,JENETTE,m354,five feet high and rising,?,?
3561,u5337,MICHELLE,m354,five feet high and rising,?,?
3562,u5339,BOYD,m355,fletch,?,?
3563,u5340,CLERK,m355,fletch,?,?
3564,u5341,CREASY,m355,fletch,?,?
3565,u5342,CUMMINGS,m355,fletch,?,?
3566,u5346,GAIL,m355,fletch,?,?
3567,u5347,GILLETT,m355,fletch,?,?
3568,u5349,LARRY,m355,fletch,?,?
3569,u5350,MAN,m355,fletch,?,?
3570,u5351,MARGIE,m355,fletch,?,?
3571,u5353,MR. STANWYK,m355,fletch,?,?
3572,u5354,MR. UNDERHILL,m355,fletch,?,?
3573,u5358,VELMA,m355,fletch,?,?
3574,u5361,BAND,m356,the adventures of ford fairlane,?,?
3575,u5363,DON,m356,the adventures of ford fairlane,?,?
3576,u5367,JOHNNY,m356,the adventures of ford fairlane,?,?
3579,u5370,SLEAZY GUY,m356,the adventures of ford fairlane,?,?
3581,u5374,1ST MAN,m357,the french connection,?,?
3582,u5375,2ND MAN,m357,the french connection,?,?
3583,u5376,ANGIE,m357,the french connection,?,?
3584,u5377,BLACK PUSHER,m357,the french connection,?,?
3585,u5378,CHARNIER,m357,the french connection,?,?
3586,u5379,DANCER,m357,the french connection,?,?
3587,u5380,DESK CLERK,m357,the french connection,?,?
3588,u5381,DEVEREAUX,m357,the french connection,?,?
3589,u5383,JESUS,m357,the french connection,?,?
3590,u5384,LA VALLE,m357,the french connection,?,?
3591,u5385,MARIE,m357,the french connection,?,?
3592,u5386,MULDERIG,m357,the french connection,?,?
3593,u5387,MUTCHIE,m357,the french connection,?,?
3594,u5388,NICOLI,m357,the french connection,?,?
3595,u5390,SAL,m357,the french connection,?,?
3596,u5391,WEINSTOCK,m357,the french connection,?,?
3597,u5392,DARYL,m358,frequency,?,?
3598,u5393,DESK SGT.,m358,frequency,?,?
3599,u5395,GIBSON,m358,frequency,?,?
3600,u5396,GORDO,m358,frequency,?,?
3601,u5398,JOHNNY,m358,frequency,?,?
3602,u5401,SHEPARD,m358,frequency,?,?
3603,u5402,SUPERVISOR,m358,frequency,?,?
3604,u5403,ABEL,m359,friday the 13th part iii,?,?
3605,u5405,CHILI,m359,friday the 13th part iii,?,?
3606,u5407,CHUCK,m359,friday the 13th part iii,?,?
3607,u5409,DEREK,m359,friday the 13th part iii,?,?
3608,u5412,CORT,m360,jason lives: friday the 13th part vi,?,?
3609,u5413,DARREN,m360,jason lives: friday the 13th part vi,?,?
3610,u5414,DEPUTY,m360,jason lives: friday the 13th part vi,?,?
3611,u5415,JILL,m360,jason lives: friday the 13th part vi,?,?
3612,u5416,KATIE,m360,jason lives: friday the 13th part vi,?,?
3613,u5417,LARRY,m360,jason lives: friday the 13th part vi,?,?
3614,u5418,LIZBETH,m360,jason lives: friday the 13th part vi,?,?
3615,u5419,MEGAN,m360,jason lives: friday the 13th part vi,?,?
3616,u5420,NANCY,m360,jason lives: friday the 13th part vi,?,?
3617,u5421,PAULA,m360,jason lives: friday the 13th part vi,?,?
3618,u5423,SISSY,m360,jason lives: friday the 13th part vi,?,?
3619,u5424,STAN,m360,jason lives: friday the 13th part vi,?,?
3620,u5426,CAMPBELL,m361,jason goes to hell: the final friday,?,?
3621,u5427,DIANA,m361,jason goes to hell: the final friday,?,?
3622,u5428,DUKE,m361,jason goes to hell: the final friday,?,?
3623,u5429,JESSICA,m361,jason goes to hell: the final friday,?,?
3624,u5430,JOSH,m361,jason goes to hell: the final friday,?,?
3625,u5432,SHERIFF,m361,jason goes to hell: the final friday,?,?
3626,u5434,VICKI,m361,jason goes to hell: the final friday,?,?
3627,u5436,JIM,m362,friday the 13th part viii: jason takes manhattan,?,?
3628,u5439,RADIO OFFICER,m362,friday the 13th part viii: jason takes manhattan,?,?
3629,u5442,SUZY,m362,friday the 13th part viii: jason takes manhattan,?,?
3630,u5444,WAYNE,m362,friday the 13th part viii: jason takes manhattan,?,?
3631,u5445,YOUNG RENNIE,m362,friday the 13th part viii: jason takes manhattan,?,?
3632,u5446,DRIVER,m363,game 6,?,?
3633,u5448,FIRST MAN,m363,game 6,?,?
3634,u5449,JACK,m363,game 6,?,?
3635,u5453,MATTHEW,m363,game 6,?,?
3636,u5457,PETER,m363,game 6,?,?
3637,u5458,SECOND MAN,m363,game 6,?,?
3638,u5459,SIDNEY,m363,game 6,?,?
3639,u5460,STEVEN,m363,game 6,?,?
3640,u5462,WAITER,m363,game 6,?,?
3641,u5463,BA,m364,gandhi,?,?
3642,u5464,BOURKE-WHITE,m364,gandhi,?,?
3643,u5465,CHARLIE,m364,gandhi,?,?
3645,u5467,GANDHI,m364,gandhi,?,?
3646,u5468,IRWIN,m364,gandhi,?,?
3647,u5469,JINNAH,m364,gandhi,?,?
3648,u5470,KHAN,m364,gandhi,?,?
3650,u5472,NEHRU,m364,gandhi,?,?
3651,u5473,PATEL,m364,gandhi,?,?
3654,u5476,SMUTS,m364,gandhi,?,?
3655,u5477,WALKER,m364,gandhi,?,?
3656,u5478,ANTON,m365,gattaca,?,?
3657,u5479,ANTONIO,m365,gattaca,?,?
3660,u5484,GENETICIST,m365,gattaca,?,?
3661,u5485,GERMAN,m365,gattaca,?,?
3662,u5486,HUGO,m365,gattaca,?,?
3663,u5487,INVESTIGATOR,m365,gattaca,?,?
3664,u5490,LAMAR,m365,gattaca,?,?
3665,u5491,MARIA,m365,gattaca,?,?
3666,u5492,NURSE,m365,gattaca,?,?
3667,u5493,VINCENT,m365,gattaca,?,?
3668,u5497,FRAN,m366,the getaway,?,?
3669,u5498,HAROLD,m366,the getaway,?,?
3670,u5499,LAUGHLIN,m366,the getaway,?,?
3671,u5500,RUDY,m366,the getaway,?,?
3672,u5501,SALESMAN,m366,the getaway,?,?
3673,u5502,SLIM,m366,the getaway,?,?
3674,u5503,SOLDIER,m366,the getaway,?,?
3675,u5505,BILLY,m367,get carter,?,?
3676,u5506,BRUMBY,m367,get carter,?,?
3677,u5508,CON,m367,get carter,?,?
3678,u5509,DOREEN,m367,get carter,?,?
3680,u5513,GERALD,m367,get carter,?,?
3681,u5515,HARRY,m367,get carter,?,?
3682,u5517,KINNEAR,m367,get carter,?,?
3683,u5519,PETER,m367,get carter,?,?
3684,u5520,SID,m367,get carter,?,?
3685,u5521,THORPE,m367,get carter,?,?
3686,u5523,BAYLEN,m368,glengarry glen ross,?,?
3687,u5529,ANTHONY,m369,the godfather: part ii,?,?
3688,u5530,CICCI,m369,the godfather: part ii,?,?
3689,u5531,CLEMENZA,m369,the godfather: part ii,?,?
3690,u5532,CONNIE,m369,the godfather: part ii,?,?
3691,u5533,DEANNA,m369,the godfather: part ii,?,?
3692,u5534,DON CORLEONE,m369,the godfather: part ii,?,?
3693,u5535,DON FRANCESCO,m369,the godfather: part ii,?,?
3694,u5536,FANUCCI,m369,the godfather: part ii,?,?
3695,u5537,FBI MAN #1,m369,the godfather: part ii,?,?
3697,u5542,KLINGMAN,m369,the godfather: part ii,?,?
3698,u5543,MAMA,m369,the godfather: part ii,?,?
3699,u5544,MAN,m369,the godfather: part ii,?,?
3700,u5546,NERI,m369,the godfather: part ii,?,?
3701,u5547,OLA,m369,the godfather: part ii,?,?
3702,u5549,ROBERTO,m369,the godfather: part ii,?,?
3703,u5550,ROCCO,m369,the godfather: part ii,?,?
3704,u5553,SAM ROTH,m369,the godfather: part ii,?,?
3705,u5554,SANDRA,m369,the godfather: part ii,?,?
3706,u5555,SENATOR,m369,the godfather: part ii,?,?
3707,u5556,SENATOR GEARY,m369,the godfather: part ii,?,?
3708,u5557,SENATOR KANE,m369,the godfather: part ii,?,?
3710,u5559,VITO,m369,the godfather: part ii,?,?
3711,u5560,WIDOW,m369,the godfather: part ii,?,?
3712,u5564,DR. PAYNE,m370,gods and monsters,?,?
3715,u5567,ERNEST THESIGER,m370,gods and monsters,?,?
3717,u5571,PRINCESS MARGARET,m370,gods and monsters,?,?
3718,u5573,ATLEY JACKSON,m371,gone in sixty seconds,?,?
3719,u5575,DETECTIVE CASTLEBECK,m371,gone in sixty seconds,?,?
3720,u5576,DETECTIVE DRYCOFF,m371,gone in sixty seconds,?,?
3724,u5580,JUDGE CROFT,m371,gone in sixty seconds,?,?
3725,u5583,MIRROR MAN,m371,gone in sixty seconds,?,?
3727,u5587,TOM,m371,gone in sixty seconds,?,?
3729,u5589,ANGIE,m372,goodfellas,?,?
3730,u5590,BILLY,m372,goodfellas,?,?
3731,u5593,JUDY,m372,goodfellas,?,?
3733,u5596,MARTY,m372,goodfellas,?,?
3734,u5597,MCDONALD,m372,goodfellas,?,?
3735,u5598,MICKEY,m372,goodfellas,?,?
3736,u5599,ROBIN,m372,goodfellas,?,?
3737,u5600,SONNY,m372,goodfellas,?,?
3738,u5601,TODDY,m372,goodfellas,?,?
3739,u5602,TOMMY,m372,goodfellas,?,?
3740,u5603,VARIO,m372,goodfellas,?,?
3741,u5604,ALL,m373,good will hunting,?,?
3742,u5605,BILLY,m373,good will hunting,?,?
3743,u5607,CLARK,m373,good will hunting,?,?
3744,u5608,DYTRESS,m373,good will hunting,?,?
3745,u5609,EXECUTIVE,m373,good will hunting,?,?
3747,u5613,PEKEC,m373,good will hunting,?,?
3748,u5617,STUDENT,m373,good will hunting,?,?
3749,u5618,TERRY,m373,good will hunting,?,?
3751,u5620,TOM,m373,good will hunting,?,?
3752,u5622,AGENT,m374,the grapes of wrath,?,?
3753,u5623,AL,m374,the grapes of wrath,?,?
3754,u5624,BILL,m374,the grapes of wrath,?,?
3755,u5625,BLONDE GIRL,m374,the grapes of wrath,?,?
3756,u5626,BOOKKEEPER,m374,the grapes of wrath,?,?
3757,u5629,CONNIE,m374,the grapes of wrath,?,?
3758,u5630,COP,m374,the grapes of wrath,?,?
3759,u5631,DAVIS,m374,the grapes of wrath,?,?
3760,u5632,DRIVER,m374,the grapes of wrath,?,?
3761,u5633,FIRST BOY,m374,the grapes of wrath,?,?
3762,u5634,FLOYD,m374,the grapes of wrath,?,?
3763,u5635,FRANK,m374,the grapes of wrath,?,?
3764,u5636,GIRL,m374,the grapes of wrath,?,?
3765,u5637,GRAMPA,m374,the grapes of wrath,?,?
3766,u5638,GUARD,m374,the grapes of wrath,?,?
3767,u5639,JOHN,m374,the grapes of wrath,?,?
3768,u5641,MAE,m374,the grapes of wrath,?,?
3769,u5642,MIGRANT,m374,the grapes of wrath,?,?
3770,u5643,MULEY,m374,the grapes of wrath,?,?
3771,u5644,PA,m374,the grapes of wrath,?,?
3772,u5645,ROSASHARN,m374,the grapes of wrath,?,?
3773,u5646,RUTHIE,m374,the grapes of wrath,?,?
3774,u5647,RUTHIE'S VOICE,m374,the grapes of wrath,?,?
